Record,Location,X,Y,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type
796,BANK ST @ LAURIER AVE,367480.9258,5031265.814,5/24/16,15:30,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
797,BANK ST @ LAURIER AVE,367480.4808,5031264.93,1/21/16,14:03,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
798,BANK ST @ LAURIER AVE,367481.8722,5031264.807,4/10/16,2:30,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end
799,BANK ST @ LAURIER AVE,367479.6026,5031266.247,12/20/16,21:07,01 - Clear,03 - Loose snow,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,05 - Turning movement
800,BANK ST @ LAWRENCE ST,386401.0932,5002845.345,8/28/16,20:48,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,05 - Dusk,03 - P.D. only,03 - Rear end
801,BANK ST @ LEITRIM RD,375357.5322,5021618.831,3/9/16,10:46,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement
802,BANK ST @ LEITRIM RD,375357.3636,5021619.497,9/22/16,10:44,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle
803,BANK ST @ LEITRIM RD,375357.5287,5021619.272,6/15/16,8:22,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement
804,BANK ST @ LEITRIM RD,375358.8816,5021619.272,6/28/16,21:31,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,02 - Angle
805,BANK ST @ LEITRIM RD,375356.6565,5021619.717,1/20/16,16:15,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
806,BANK ST @ LEITRIM RD,375356.2533,5021619.872,1/7/16,14:17,01 - Clear,06 - Ice,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
807,BANK ST @ LEITRIM RD,375357.0956,5021620.156,5/29/16,18:48,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
808,BANK ST @ LEITRIM RD,375356.926,5021619.083,12/30/16,17:03,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end
809,BANK ST @ LEITRIM RD,375357.0956,5021619.278,10/31/16,21:19,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement
810,BANK ST @ LEITRIM RD,375357.7542,5021620.739,11/25/16,5:20,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,07 - SMV other
811,BANK ST @ LEITRIM RD,375357.5347,5021619.278,12/5/16,7:54,03 - Snow,05 - Packed snow,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
812,BANK ST @ MCLEOD ST,367948.4826,5030488.482,8/4/16,16:51,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,05 - Turning movement
813,BANK ST @ MCLEOD ST,367949.3818,5030487.797,2/26/16,2:19,04 - Freezing Rain,06 - Ice,02 - Stop sign,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement
814,BANK ST @ MEADOW DR S,379200.7268,5013966.219,3/16/16,8:23,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,99 - Other
815,BANK ST @ MITCH OWENS RD,377758.0589,5015946.896,9/16/16,6:32,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,03 - Dawn,02 - Non-fatal injury,05 - Turning movement
816,BANK ST @ MITCH OWENS RD,377758.9852,5015947.24,9/12/16,14:36,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,07 - SMV other
817,BANK ST @ MITCH OWENS RD,377758.1071,5015947.24,7/8/16,22:53,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement
818,BANK ST @ MITCH OWENS RD,377760.3721,5015948.798,8/29/16,4:33,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end
819,BANK ST @ MITCH OWENS RD,377758.5437,5015947.238,1/25/16,9:39,03 - Snow,05 - Packed snow,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,07 - SMV other
820,BANK ST @ MITCH OWENS RD,377759.032,5015947.726,4/3/16,14:31,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
821,BANK ST @ MITCH OWENS RD,377759.0753,5015947.456,12/22/16,8:26,03 - Snow,04 - Slush,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
822,BANK ST @ MITCH OWENS RD,377760.422,5015949.53,12/15/16,6:36,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement
823,BANK ST @ MITCH OWENS RD,377758.9852,5015948.118,12/2/16,18:18,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle
824,BANK ST @ NOTTING HILL AVE,370410.0983,5025744.511,2/26/16,14:30,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,05 - Turning movement
825,BANK ST @ NOTTING HILL AVE,370410.7045,5025743.431,11/25/16,19:14,01 - Clear,06 - Ice,02 - Stop sign,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end
826,BANK ST @ ORVILLE KEMP ST,375213.2843,5021968.304,9/28/16,16:15,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
827,BANK ST @ OSSINGTON AVE,368889.6197,5028321.213,11/30/16,17:21,02 - Rain,02 - Wet,10 - No control,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement
828,BANK ST @ PARKWAY RD,378746.5385,5014207.442,7/26/16,11:56,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle
829,BANK ST @ PARKWAY RD,378746.9905,5014207.891,5/8/16,17:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
830,BANK ST @ PATTERSON AVE,368156.7078,5029983.876,9/2/16,10:38,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement
831,BANK ST @ PATTERSON AVE,368155.6101,5029983.906,10/27/16,15:05,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
832,BANK ST @ PATTERSON AVE,368156.7078,5029984.328,11/22/16,12:40,01 - Clear,02 - Wet,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
833,BANK ST @ PORTLAND AVE,370106.9396,5026553.633,2/20/16,17:55,02 - Rain,02 - Wet,02 - Stop sign,03 - At intersection,07 - Dark,02 - Non-fatal injury,02 - Angle
834,BANK ST @ PORTLAND AVE,370107.3479,5026553.319,8/30/16,13:04,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe
835,BANK ST @ PORTLAND AVE,370106.9449,5026552.523,5/22/16,15:56,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
836,BANK ST @ POWELL AVE,368173.4881,5029944.902,12/2/16,14:34,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
837,BANK ST @ QUEENSDALE AVE,373336.0687,5023444.615,5/4/16,13:50,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement
838,BANK ST @ QUEENSDALE AVE,373337.5711,5023445.099,10/4/16,13:51,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other
839,BANK ST @ QUEENSDALE AVE,373338.0317,5023445.509,12/14/16,15:05,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end
840,BANK ST @ QUEENSDALE AVE,373335.6452,5023444.855,9/23/16,11:04,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
841,BANK ST @ QUEENSDALE AVE,373336.9624,5023445.733,9/26/16,18:54,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,05 - Dusk,03 - P.D. only,05 - Turning movement
842,BANK ST @ RANDALL AVE,369739.4997,5027282.769,6/4/16,14:31,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end
843,BANK ST @ RIDEAU RD,376955.4184,5017843.807,3/7/16,21:45,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement
844,BANK ST @ RIDEAU RD,376954.5252,5017844.473,6/16/16,15:05,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle
845,BANK ST @ RIDEAU RD,376955.6394,5017844.029,1/22/16,13:39,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
846,BANK ST @ RIDEAU RD,376954.978,5017844.247,5/2/16,16:26,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
847,BANK ST @ RIDEAU RD,376954.533,5017843.375,12/19/16,16:44,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,05 - Dusk,03 - P.D. only,05 - Turning movement
848,BANK ST @ RIDEAU RD,376953.9243,5017843.23,11/22/16,9:22,03 - Snow,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
849,BANK ST @ RIDGEMONT AVE,370079.7209,5026627.117,11/10/16,19:42,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end
850,BANK ST @ RIVERDALE AVE,369078.6715,5028116.986,6/11/16,6:38,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement
851,BANK ST @ RIVERDALE AVE,369077.3096,5028116.761,6/9/16,9:08,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end
852,BANK ST @ RIVERDALE AVE,369077.3156,5028115.888,2/17/16,16:48,01 - Clear,04 - Slush,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
853,BANK ST @ RIVERDALE AVE,369076.3757,5028117.237,8/12/16,13:51,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
854,BANK ST @ RIVERDALE AVE,369076.7069,5028116.572,12/8/16,19:15,03 - Snow,06 - Ice,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,01 - Approaching
855,BANK ST @ RIVERSIDE DR N,369226.7808,5027983.905,9/13/16,14:28,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other
856,BANK ST @ RIVERSIDE DR N,369225.9399,5027984.218,4/4/16,12:58,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end
857,BANK ST @ RIVERSIDE DR N,369226.6028,5027983.103,3/28/16,11:25,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle
858,BANK ST @ RIVERSIDE DR N,369226.3923,5027982.87,6/9/16,16:15,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,05 - Turning movement
859,BANK ST @ RIVERSIDE DR N,369225.9432,5027983.546,7/29/16,10:11,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle
860,BANK ST @ RIVERSIDE DR N,369225.05,5027984.656,3/6/16,8:55,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
861,BANK ST @ RIVERSIDE DR N,369225.9379,5027984.656,2/26/16,14:06,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
862,BANK ST @ RIVERSIDE DR N,369224.7974,5027983.316,9/1/16,11:06,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
863,BANK ST @ RIVERSIDE DR N,369225.1025,5027981.924,9/20/16,17:27,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
864,BANK ST @ RIVERSIDE DR N,369225.4914,5027983.322,4/23/16,7:55,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
865,BANK ST @ RIVERSIDE DR N,369225.9822,5027982.214,3/16/16,12:10,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
866,BANK ST @ RIVERSIDE DR N,369224.544,5027981.984,8/25/16,10:25,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
867,BANK ST @ RIVERSIDE DR N,369226.3417,5027984.344,11/23/16,18:12,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,04 - Sideswipe
868,BANK ST @ RIVERSIDE DR N,369225.0573,5027982.887,10/4/16,9:10,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
869,BANK ST @ RIVERSIDE DR N,369224.3858,5027984.408,11/20/16,23:44,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end
870,BANK ST @ RIVERSIDE DR N,369226.5441,5027984.788,12/8/16,19:45,05 - Drifting Snow,06 - Ice,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end
871,BANK ST @ RIVERSIDE DR S,369304.0585,5027895.651,1/20/16,10:02,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle
872,BANK ST @ RIVERSIDE DR S,369304.7171,5027894.139,8/30/16,17:06,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
873,BANK ST @ RIVERSIDE DR S,369304.5304,5027894.194,2/9/16,15:15,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
874,BANK ST @ RIVERSIDE DR S,369305.8476,5027894.633,1/20/16,15:28,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
875,BANK ST @ RIVERSIDE DR S,369305.4086,5027895.511,10/27/16,13:32,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
876,BANK ST @ RIVERSIDE DR S,369305.5453,5027894.139,11/2/16,11:27,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
877,BANK ST @ RIVERSIDE DR S,369304.9695,5027895.072,1/21/16,13:34,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
878,BANK ST @ RIVERSIDE DR S,369305.3757,5027894.333,1/20/16,13:55,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
879,BANK ST @ RIVERSIDE DR S,369303.7647,5027894.615,1/1/16,3:21,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle
880,BANK ST @ RIVERSIDE DR S,369303.6705,5027894.91,7/8/16,12:30,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end
881,BANK ST @ RIVERSIDE DR S,369305.3935,5027894.327,6/29/16,23:14,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,02 - Angle
882,BANK ST @ RIVERSIDE DR S,369305.1077,5027894.553,9/24/16,15:44,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
883,BANK ST @ RIVERSIDE DR S,369307.2016,5027894.139,12/30/16,15:47,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
884,BANK ST @ RIVERSIDE DR S,369305.3305,5027895.507,12/10/16,14:26,01 - Clear,06 - Ice,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
885,BANK ST @ RIVERSIDE DR S,369303.0608,5027894.967,12/30/16,13:43,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
886,BANK ST @ ROCKINGHAM AVE,369714.8364,5027322.77,2/17/16,15:30,01 - Clear,02 - Wet,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
887,BANK ST @ ROSEBELLA AVE,373206.5713,5023548.443,11/5/16,9:33,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end
888,BANK ST @ ROSEBELLA AVE,373206.4173,5023550.963,3/24/16,16:00,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
889,BANK ST @ ROSEBERY AVE,368121.5808,5030065.327,5/22/16,12:25,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
890,BANK ST @ ROTARY WAY,375523.5441,5021226.117,9/14/16,7:25,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement
891,BANK ST @ SECOND AVE,368305.0468,5029628.341,2/9/16,11:06,03 - Snow,03 - Loose snow,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
892,BANK ST @ SECOND AVE,368304.6077,5029628.78,9/23/16,8:54,01 - Clear,02 - Wet,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,02 - Angle
893,BANK ST @ SECOND AVE,368304.8035,5029629.011,5/20/16,15:00,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
894,BANK ST @ SLATER ST,367426.3587,5031354.991,12/29/16,13:42,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end
895,BANK ST @ SLATER ST,367424.4751,5031354.577,8/3/16,1:08,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle
896,BANK ST @ SLATER ST,367424.0438,5031354.357,9/2/16,10:30,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
897,BANK ST @ SLATER ST,367424.4829,5031354.796,1/26/16,13:15,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
898,BANK ST @ SLATER ST,367424.0438,5031354.357,1/21/16,16:23,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
899,BANK ST @ SLATER ST,367425.8247,5031354.801,4/25/16,9:45,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
900,BANK ST @ SNAKE ISLAND RD/VICTORIA ST,383696.5688,5010121.187,9/28/16,13:56,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement
901,BANK ST @ SNAKE ISLAND RD/VICTORIA ST,383696.5688,5010122.066,1/22/16,8:15,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
902,BANK ST @ SNAKE ISLAND RD/VICTORIA ST,383696.7319,5010121.116,4/28/16,20:19,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement
903,BANK ST @ SNAKE ISLAND RD/VICTORIA ST,383696.5636,5010121.856,5/16/16,15:47,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
904,BANK ST @ SNAKE ISLAND RD/VICTORIA ST,383696.5628,5010121.182,5/7/16,11:28,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
905,BANK ST @ SOMERSET ST,367695.3615,5030914.467,9/21/16,7:22,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement
906,BANK ST @ SOMERSET ST,367693.6052,5030915.784,2/14/16,17:20,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end
907,BANK ST @ SOMERSET ST,367694.7029,5030916.69,2/17/16,13:25,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end
908,BANK ST @ SOMERSET ST,367694.4834,5030915.784,12/12/16,14:03,03 - Snow,04 - Slush,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
909,BANK ST @ SOUTHKEYS SC,371085.7739,5024520.199,8/31/16,20:33,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,05 - Dusk,03 - P.D. only,03 - Rear end
910,BANK ST @ SOUTHKEYS SC,371084.1574,5024522.32,2/17/16,17:29,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,05 - Dusk,03 - P.D. only,03 - Rear end
911,BANK ST @ SOUTHKEYS SC,371083.1446,5024522.436,7/2/16,16:21,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
912,BANK ST @ SOUTHKEYS SC,371084.4113,5024521.061,7/21/16,11:05,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
913,BANK ST @ ST. BERNARD ST,373003.1334,5023708.231,9/10/16,15:34,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end
914,BANK ST @ ST. BERNARD ST,373003.6421,5023708.718,9/9/16,8:30,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle
915,BANK ST @ ST. BERNARD ST,373005.3984,5023708.718,9/30/16,14:15,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
916,BANK ST @ ST. BERNARD ST,373004.9593,5023708.279,6/26/16,4:44,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,07 - SMV other
